,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
1610,False,/bWN6ZBr6nJNEuHigL9fQWhZ78hd.jpg,"[18, 36]",9918,en,Glory Road,"In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship.",16.157,/bGRSV5tStxDNPRLCewnOeeiZzrY.jpg,2006-01-13,Glory Road,False,7.4,615
1611,False,/uQtqiAu2bBlokqjlURVLEha6zoi.jpg,"[18, 80]",544401,en,Cherry,"Cherry drifts from college dropout to army medic in Iraq - anchored only by his true love, Emily. But after returning from the war with PTSD, his life spirals into drugs and crime as he struggles to find his place in the world.",40.123,/pwDvkDyaHEU9V7cApQhbcSJMG1w.jpg,2021-02-26,Cherry,False,7.4,1031
1612,False,/lmVtUoozJqZdXRB3pFM5aOzZprk.jpg,"[18, 35]",380225,it,La pazza gioia,"Beatrice is a blabbermouth and a so-called billionaire countess who likes to believe she’s in intimacy with world leaders. Donatella is a young quiet tattooed woman, locked in her own mystery. They are both patients of a mental institution and subject to custodial measures.",8.104,/pSVdOFu22jGWRHyCoJwIJTYuDBD.jpg,2016-05-17,Like Crazy,False,7.4,809
1613,False,/8IJA47eCvCVZL2hJiaelS8Seni0.jpg,[18],319373,ja,あん,"The master of a dorayaki pastry store hires a 76-year-old woman whose talents attract customers from all over. But she's hiding a troubling secret. Life's joys are found in the little details, and no matter what may be weighing you down, everyone loves a good pastry.",8.593,/fOfAbH25PasLXh2xGrp7TAs4sk7.jpg,2015-05-30,Sweet Bean,False,7.4,420
1614,False,/48oPliNzRDZOo0qsCAP5ua07W9S.jpg,[18],290542,en,You're Not You,A drama centered on a classical pianist who has been diagnosed with ALS and the brash college student who becomes her caregiver.,12.391,/jvrdukoeCuVckHlbAxU0MPoIzPI.jpg,2014-10-10,You're Not You,False,7.4,707
1615,False,/q7M0JpPixbEYT8EhnI7wTEMONxz.jpg,"[878, 28, 12]",13475,en,Star Trek,"The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.",52.681,/9vaRPXj44Q2meHgt3VVfQufiHOJ.jpg,2009-05-06,Star Trek,False,7.4,8896
1616,False,/Awi8k3z4z81AW7nqHq1uBoNN4je.jpg,"[10749, 35, 18]",7294,fi,Mies vailla menneisyyttä,"A man arrives in Helsinki and gets beaten up so severely he develops amnesia. Unable to remember his name or anything from his past life, he cannot get a job or an apartment, so he starts living on the outskirts of the city and slowly starts putting his life back on track.",9.667,/suyitjirIQRQNEqZWUbj5B6GWRk.jpg,2002-03-01,The Man Without a Past,False,7.4,239
1617,False,/tO40eTUxPoKrmMKBDWViA9pVYg3.jpg,[18],1523,en,The Last King of Scotland,"Young Scottish doctor, Nicholas Garrigan decides it's time for an adventure after he finishes his formal education, so he decides to try his luck in Uganda, and arrives during the downfall of President Obote. General Idi Amin comes to power and asks Garrigan to become his personal doctor.",21.421,/mTtgpH6UnHUtD8moRJUzfGLOZTj.jpg,2006-01-12,The Last King of Scotland,False,7.4,1756
1618,False,/32zua2oKjn2EaRk7am3qK8zAlEj.jpg,"[36, 18, 12]",568,en,Apollo 13,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1970, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.",19.093,/oYUZHYMwNKnE1ef4WE5Hw2a9OAY.jpg,1995-06-30,Apollo 13,False,7.4,4691
1619,False,/vMPOQZLhxUE6mqA8syAe3byWSlA.jpg,"[18, 53, 16]",72478,pl,Sala samobójców,"Dominik is an ordinary boy. He's got loads of friends, the hottest girl in school, rich parents and money to spend on brand-name clothes. But one innocent kiss with a mate changes everything. He begins to isolate himself from the outside world, spending all his time on his computer. He meets an anonymous girl who introduces him to the ""suicide room"", a place from which there is no escape. Caught in a trap woven of his own emotions, Dominik becomes entangled in a web of intrigue and gradually loses what he cherishes most.",14.288,/24a6wmwFr8AicQaBdK9LSEPahgb.jpg,2011-03-04,Suicide Room,False,7.4,404
1620,False,/2HnPINFb3NXjF3ziZSttXLvkVwp.jpg,"[28, 80, 18]",12780,cn,少年黃飛鴻之鐵馬騮,"Iron Monkey is a Hong Kong variation of Robin Hood. Corrupt officials of a Chinese village are robbed by a masked bandit known as ""Iron Monkey"", named after a benevolent deity. When all else fails, the Governor forces a traveling physician into finding the bandit. The arrival of an evil Shaolin monk, brings the physician and Iron Monkey together to battle the corrupt government.",11.185,/gLELnixQLunQOTm9PCpNRxrhU58.jpg,1993-09-03,Iron Monkey,False,7.4,229
1621,False,/lJhFmVcLTy2i4gRfw9XtcuGYozM.jpg,"[18, 10749]",4251,hi,वीर-ज़ारा,"Squadron Leader Veer Pratap Singh, a pilot in the Indian air force, rescues the stranded Zaara, a woman from Pakistan, following a bus accident, and their lives are forever bound.",18.981,/j267YqLvKAHeyykTflxzpgVgviQ.jpg,2004-11-12,Veer-Zaara,False,7.4,214
1622,False,/t9kQnqiaxQ8TLB25rTzDKLd0fdM.jpg,"[53, 28, 80]",187,en,Sin City,"Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",29.037,/i66G50wATMmPrvpP95f0XP6ZdVS.jpg,2005-04-01,Sin City,False,7.4,7057
1623,False,/odKqOY6VE6C59YAdGHB0b5Havye.jpg,"[10751, 12, 14]",615666,en,A Boy Called Christmas,"An ordinary young boy called Nikolas sets out on an extraordinary adventure into the snowy north in search of his father who is on a quest to discover the fabled village of the elves, Elfhelm. Taking with him a headstrong reindeer called Blitzen and a loyal pet mouse, Nikolas soon meets his destiny in this magical and endearing story that proves nothing is impossible…",86.201,/1sRejtiHOZGggZd9RcmdqbapLM5.jpg,2021-11-24,A Boy Called Christmas,False,7.4,490
1624,False,/c1ZvmYUedAYIpU2NRewWTBJRXW3.jpg,"[12, 10751]",589982,fr,Donne-moi des ailes,"Christian, a visionary scientist, studies wild geese. For his son, a teenager obsessed with video games, the idea of spending a holiday with his father in the wilderness is a nightmare. However, father and son will get together around a crazy project: save a species endangered, thanks to the ultralight of Christian! Then begins an incredible and perilous journey ...",10.112,/y6GqD6MabPjvPrJeTmRmgd896Py.jpg,2019-09-12,Spread Your Wings,False,7.4,248
1625,False,/eSs0CkWB5ASQgcx8Dr0uai3IRjT.jpg,"[10751, 18]",339984,en,Miracles from Heaven,"When Christy discovers her 10-year-old daughter Anna has a rare, incurable disease, she becomes a ferocious advocate for her daughter’s healing as she searches for a solution. After Anna has a freak accident and falls three stories, a miracle unfolds in the wake of her dramatic rescue that leaves medical specialists mystified, her family restored and their community inspired.",62.043,/hz9VF1TfaM0D04pYneSXUkNeOZv.jpg,2016-03-17,Miracles from Heaven,False,7.4,1029
1626,False,/ztUsikFoLgUx4Uce6EqF3l5LEUZ.jpg,"[16, 14, 12]",18917,cs,Něco z Alenky,"A quiet young English girl named Alice finds herself in an alternate version of her own reality after chasing a white rabbit. She becomes surrounded by living inanimate objects and stuffed dead animals, and must find a way out of this nightmare- no matter how twisted or odd that way must be. A memorably bizarre screen version of Lewis Carroll’s novel ‘Alice’s Adventures in Wonderland’.",10.981,/3EcTuXjJT6PnAcJDJYI4WbiupCV.jpg,1988-08-03,Alice,False,7.4,260
1627,False,/yHlFaLTQi5MB2nI2z5F5rlHhUN.jpg,"[35, 18]",11545,en,Rushmore,"When a beautiful first-grade teacher arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max, who quickly falls in love with her. Max turns to the father of two of his schoolmates for advice on how to woo the teacher. However, the situation soon gets complicated when Max's new friend becomes involved with her, setting the two pals against one another in a war for her attention.",18.123,/hSJ6swahAuZ8wM96lHDTwQPXUvZ.jpg,1998-12-11,Rushmore,False,7.4,2068
1628,False,/8BLPHjQnPhvKtKJFfAVo8bPfWFZ.jpg,"[10751, 16, 14]",73456,en,Barbie: Princess Charm School,"Barbie stars as Blair Willows, a kind-hearted girl who is chosen to attend Princess Charm School: a magical, modern place that teaches dancing, how to have tea parties, and proper princess manners. Blair loves her classes -- as well as the helpful magical sprites and her new friends, Princesses Hadley and Isla. But when royal teacher Dame Devin discovers that Blair looks a lot like the kingdom’s missing princess, she turns Blair’s world upside down to stop her from claiming the throne. Now Blair, Hadley and Delancy must find an enchanted crown to prove Blair’s true identity in this charming and magical princess story!",62.088,/lI2jPbssax6XX5vDqB9mTJHGzfH.jpg,2011-10-05,Barbie: Princess Charm School,False,7.4,647
1629,False,/xuXjzBH81fSAAOXVOBHaJQ60npJ.jpg,"[16, 80, 53]",13754,ja,鉄コン筋クリート,"Two penniless orphans, Black and White, struggle to survive on the mean streets of Treasure Town. When a megacorporation threatens to tear down the town to build an amusement park, Black and White engage in the fight of their life.",13.979,/e2x1YDuZPpQiaQS25Ego7xMZYOI.jpg,2006-10-21,Tekkonkinkreet,False,7.4,294
1630,False,/f0QUyDBMLBhyHI0lp5OwzHPS1R.jpg,[18],11978,en,Men of Honor,"Against formidable odds -- and an old-school diving instructor embittered by the U.S. Navy's new, less prejudicial policies -- Carl Brashear sets his sights on becoming the Navy's first African-American master diver in this uplifting true story. Their relationship starts out on the rocks, but fate ultimately conspires to bring the men together into a setting of mutual respect, triumph and honor.",29.213,/wNUAnXV1mzOOfvnVBIYsalkk078.jpg,2000-09-13,Men of Honor,False,7.4,1880
1631,False,/qUv51IFUvVRAP2379ThmA3eLJx6.jpg,"[28, 12, 14]",284052,en,Doctor Strange,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.",92.572,/7WfK17BXE6szXlm4WOxfswgbdsL.jpg,2016-10-25,Doctor Strange,False,7.4,19848
1632,False,/xlqAvgKXMWBfJFHDz9NXw9c5JZn.jpg,"[18, 36]",18988,en,The Lion in Winter,Henry II and his estranged queen battle over the choice of an heir.,13.214,/xcOcwbejB0T8HzapOizUwi6HZTi.jpg,1968-10-30,The Lion in Winter,False,7.4,260
1633,False,/5di18eve0QBzdO4rEvwDl3c9aoz.jpg,"[28, 16, 878]",14092,ja,攻殻機動隊 2.0,"In the year 2029, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop a highly-wanted hacker known as 'The Puppetmaster'.  Ghost in the Shell 2.0 is a reproduced version of its original 1995 counterpart. Among a numerous enhancements, for the film's 2.0 release, were a number of scenes were overhauled with 3D animation, visual improvements, and soundtrack rerecorded in 6.1 surround sound.",23.67,/4Vzlmvb9EyTnr5kN8mFVCMs8f3I.jpg,2008-07-12,Ghost in the Shell 2.0,False,7.4,325
1634,False,/9hWiNbvLR3nPDanTdEWOc4EeBGp.jpg,"[10402, 35]",704,en,A Hard Day's Night,"Capturing John Lennon, Paul McCartney, George Harrison and Ringo Starr in their electrifying element, 'A Hard Day's Night' is a wildly irreverent journey through this pastiche of a day in the life of The Beatles during 1964. The band have to use all their guile and wit to avoid the pursuing fans and press to reach their scheduled television performance, in spite of Paul's troublemaking grandfather and Ringo's arrest.",18.119,/6Ulsccp2VkaVU5qbya3bxm9JG4x.jpg,1964-07-07,A Hard Day's Night,False,7.4,544
1635,False,/kQGxGXzYiCumY8kmXXpgbZyZQK8.jpg,"[80, 18, 9648, 53]",395834,en,Wind River,An FBI agent teams with the town's veteran game tracker to investigate a murder that occurred on a Native American reservation.,39.681,/pySivdR845Hom4u4T2WNkJxe6Ad.jpg,2017-08-03,Wind River,False,7.4,4393
1636,False,/hmEbQB5UlcwobldcSDNlLZiUnmA.jpg,"[10752, 28, 18, 36]",193756,en,Lone Survivor,"Four Navy SEALs on a covert mission to neutralize a high-level Taliban operative must make an impossible moral decision in the mountains of Afghanistan that leads them into an enemy ambush. As they confront unthinkable odds, the SEALs must find reserves of strength and resilience to fight to the finish.",35.287,/zaBIrloyhGK7iNTZMb3f9SARsl8.jpg,2013-12-24,Lone Survivor,False,7.4,3653
1637,False,/m3GqDIJo3U1pjcBCbHadFYbrOMX.jpg,"[16, 28, 14, 878]",39107,ja,ドラゴンボールZ 復活のフュージョン!! 悟空とベジータ,"Not paying attention to his job, a young demon allows the evil cleansing machine to overflow and explode, turning the young demon into the infamous monster Janemba. Goku and Vegeta make solo attempts to defeat the monster, but realize their only option is fusion.",105.577,/7AHvaEAeQfkfJ4OqcBePxa2ao09.jpg,1995-03-04,Dragon Ball Z: Fusion Reborn,False,7.4,677
1638,False,/oog0DJtSuPnWoSTYM7cKmAFbeuU.jpg,"[27, 36, 53]",16372,en,The Innocents,A young governess for two children becomes convinced that the house and grounds are haunted.,12.998,/idqvLBmlEHUITMnQ0EJ6Yb5TpVw.jpg,1961-12-15,The Innocents,False,7.4,464
1639,False,/zsO3VwaTrMMoo6zWrzUFnHcIGjh.jpg,[18],24226,en,The Verdict,"Frank Galvin is a down-on-his-luck lawyer and reduced to drinking and ambulance chasing, when a former associate reminds him of his obligations in a medical malpractice suit by serving it to Galvin on a silver platter—all parties are willing to settle out of court. Blundering his way through the preliminaries, Galvin suddenly realizes that the case should actually go to court—to punish the guilty, to get a decent settlement for his clients... and to restore his standing as a lawyer.",9.877,/iYEuFP1bpj5yOenKliiRFcNO3VE.jpg,1982-12-08,The Verdict,False,7.4,481
1640,False,/pfcj8IYB5bK8RTWiHwOCGfIzVw6.jpg,"[18, 14, 53]",845222,ko,킹덤: 아신전,"Tragedy, betrayal and a mysterious discovery fuel a woman's vengeance for the loss of her tribe and family.",30.125,/piGZDwFW4urLYDWGiYJMrt6hdCS.jpg,2021-07-23,Kingdom: Ashin of the North,False,7.4,410
1641,False,/MM6MxpRnsi5BkXJhWXVhFC0ccr.jpg,"[35, 14, 878]",416494,en,Status Update,"After being uprooted by his parents' separation and unable to fit into his new hometown, a teenager stumbles upon a magical app that causes his social media updates to come true.",27.346,/E4twRNScyq3g6tRpvK6X8LdD1z.jpg,2018-02-09,Status Update,False,7.4,454
1642,False,/cV0FFFDbh5dHBgDuWdDiLDRfsi3.jpg,"[18, 36]",11710,de,Jeder für sich und Gott gegen alle,"The film follows Kaspar Hauser (Bruno S.), who lived the first seventeen years of his life chained in a tiny cellar with only a toy horse to occupy his time, devoid of all human contact except for a man who wears a black overcoat and top hat who feeds him.",9.708,/tohQfaM4pKvrxP8eSd1HKoSGU0Z.jpg,1974-11-01,The Enigma of Kaspar Hauser,False,7.4,251
1643,False,/zQoHUXDJXPMOmjYukTFZV6uIHpT.jpg,"[18, 53, 80]",11615,en,The Life of David Gale,A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,17.51,/7tcAvE82JyxIi79cwQV5br90KVz.jpg,2003-02-21,The Life of David Gale,False,7.4,1711
1644,False,/MNyDL2YlOckMcOcdYna2N1UCxE.jpg,"[16, 35, 10770]",874300,en,South Park: Post COVID: The Return of COVID,"If Stan, Kyle and Cartman could just work together, they could go back in time to make sure Covid never happened. But traveling back to the past seems to be the easy answer until they meet Victor Chaos.",25.287,/xD88mrJ8hsqYVqQ6kinNNGQLdg1.jpg,2021-12-16,South Park: Post COVID: The Return of COVID,False,7.4,244
1645,False,/jtFy2m7CvOVTYoNTY9arN8DVHFi.jpg,"[16, 12, 10751, 37]",637693,en,Spirit Untamed,Lucky Prescott's life is changed forever when she moves from her home in the city to a small frontier town and befriends a wild mustang named Spirit.,95.952,/q4WaFHk9Vp1poc88X1szwFRtYc5.jpg,2021-05-20,Spirit Untamed,False,7.4,419
